"id","name","type","categories","attribute.1.name","attribute.1.value.s.","attribute.2.name","attribute.2.value.s."
19551,"big rayon boucle","variable","big cones, yarn weight > lace, made in usa, fiber > rayon / viscose","color","black, natural","",""
19543,"big finest rayon boucle","simple","big cones, yarn weight > lace, made in usa, fiber > rayon / viscose","","","",""
18354,"wool crepe confetti","variable","yarn weight > lace, fiber > nylon, fiber > polyester, fiber > wool","color","natural, tan","",""
18281,"8/4 unmercerized cotton (merry maid)","variable","fiber > cotton, yarn weight > lace","color","aquatic, barberry, beeswax, berry, bravado red, cotton candy, forever lilac, garden spot green, gulfstream, indigo, khaki, lavender, lilac, lime, lounge green, maroon, natural, pine forest, sienna, sky blue, spring water, steel serpent, stone, tin reflection, very berry","weight","0.7-0.9 lbs per cone, 1-1.2 lbs per cone, 1.3-1.4 lbs per cone"
18199,"jetty sun yarn","variable","fiber > cotton, made in usa, fiber > rayon / viscose, yarn weight > sport","colors","stone, algae, platinum","",""
18165,"enchanted yarn (unmercerized cotton)","variable","fiber > cotton, yarn weight > lace","color","fire red, deep purple, natural","",""
18017,"silver spoon yarn","simple","fiber > cotton, yarn weight > lace, fiber > rayon / viscose, yarn weight > undefined weight","","","",""
10078,"specktacular wool crepe","variable","yarn weight > lace, made in usa, yarn weight > undefined weight, fiber > wool","colors","coffee and cream, strawberry cream, frosted gingerbread, oreo cookie","",""
17955,"popcorn yarn","variable","fiber > cotton, yarn weight > dk, fiber > rayon / viscose, yarn weight > undefined weight","colors","rapunzel, green apple, pop punk, rainbow gourmet, purple kernel, candy corn, seeded watermelon, bungalow blue, red apple, bubblegum, light rainbow gourmet","weight","0.5-0.7 lbs per cone, 0.7-0.9 lbs per cone"
17948,"bamboo boucle","simple","fiber > bamboo, yarn weight > fingering, made in usa, yarn weight > undefined weight","","","",""
1749,"rayon chenille yarn 1850 ypp","variable","fiber > chenille, yarn weight > fingering, made in usa, fiber > rayon / viscose, yarn weight > undefined weight","color","olive, sea green, mushroom, dune, red cherry, strawberry fuzz, almond, artichoke, asparagus, hazelnut","",""
17848,"classic combo duo","variable","fiber > cotton, home-buttons > cotton &amp; rayon z-twist collection, yarn weight > fingering, made in usa, fiber > rayon / viscose, yarn weight > sport, yarn weight > worsted, home-buttons > z-twist collection","colors","violet cotton, violet cotton rayon, willow cotton, willow cotton rayon, silver birch cotton, silver birch cotton rayon, purple orchid cotton, purple orchid cotton rayon, light violet cotton, light violet cotton rayon","",""
8165,"wool tweed yarn","variable","yarn weight > lace, made in usa, fiber > wool","color","smoke, aqua, denim blue, forest, moss, purple potato, raspberry, true blue","",""
12357,"fiesta wool","variable","yarn weight > aran, made in usa, yarn weight > undefined weight, fiber > wool","color","natural, limestone, sombrero, maraca, granite, blue agave, cactus, jalapeno, purple pinata, red pepper, stone","",""
12984,"macaw yarn","variable","yarn weight > bulky, made in usa, fiber > wool","color","african gray, blue parrot, cockatoo, great green, scarlet macaw, violet starling, amazon","",""
13654,"4/4 cotton yarn (worsted cotton)","variable","fiber > cotton, featured on home, yarn weight > fingering, made in usa","color","black, cotton candy, sienna, quince, denim, deep plum, khaki, burgundy, indigo, berry, bright purple, sky blue, lounge green, burnt auburn, natural, lavender, stone, lilac, garden spot green, pine forest, steel serpent, tin reflection, spring water, bravado red, forever lilac, beeswax, very berry, gulfstream","weight","0.7-0.9 lbs per cone, 1.3-1.4 lbs per cone, 1-1.2 lbs per cone"
2698,"duo tone rayon yarn","variable","featured on home, yarn weight > fingering, made in usa, fiber > rayon / viscose","color","peacock, aqua, celadon, pearl, charcoal, sand, golden, cinnamon, hanna, butternut, sheen, dark purple, hot pink, cayenne, deep lilac, liquid blue, red wine, emerald, dandelion, blue jay","weight","0.7-0.9 lbs per cone, 1.0-1.2 lbs per cone"
15461,"velveen tweed","variable","yarn weight > lace, made in usa, fiber > wool","color","blackberry, sour cherry, peachy","",""
14007,"nature walk","variable","yarn weight > fingering, made in usa, fiber > rayon / viscose, yarn weight > undefined weight","color","dawn, breeze, sunset, copper, autumn, sunrise, moonlight","",""
13904,"carnival","variable","yarn weight > lace, made in usa, yarn weight > undefined weight, fiber > wool","color","lemonade, gypsy, lollipop, goldfish, cotton candy, blueberry, cherry pop","",""
13894,"fun loopy yarn","simple","fiber > cotton, yarn weight > lace, made in usa, fiber > rayon / viscose, yarn weight > undefined weight","","","",""
13790,"hank or cone","variable","fiber > cotton, made in usa, fiber > rayon / viscose, yarn weight > sport, yarn weight > undefined weight","color","bumble bee skein, bumble bee cone, spider skein, spider cone, butterfly skein, butterfly cone, firefly skein, firefly cone","",""
13744,"plush","variable","yarn weight > lace, made in usa, fiber > rayon / viscose, fiber > wool","color","golden, silver gray, royal, fire red, black, pearl","",""
13638,"huge black cone","simple","big cones, fiber > cotton, yarn weight > lace, made in usa, fiber > rayon / viscose","color","black","",""
13312,"jewels","variable","yarn weight > lace, made in usa, fiber > metallic, fiber > rayon / viscose, fiber > wool","colors","black black, black silver, black copper, black gold, white silver, black amber","",""
12408,"oreo seed yarn","simple","fiber > cotton, yarn weight > lace, made in usa, fiber > rayon / viscose, yarn weight > undefined weight","","","",""
12399,"cotton rayon yarn","variable","fiber > cotton, made in usa, fiber > rayon / viscose, yarn weight > undefined weight, yarn weight > worsted","color","indigo, sade, bark, suede","",""
12368,"straw yarn","simple","made in usa, fiber > other, yarn weight > undefined weight","","","",""
11180,"seeded ratton (avanti)","variable","fiber > cotton, yarn weight > lace, made in usa, fiber > rayon / viscose, yarn weight > undefined weight","colors","tomato, buttercup, sunflower, cotton candy, lavender, soft blue, natural, khaki, white, dark navy, black, purple plum, orange peel","",""
10496,"worsted rayon boucle","variable","yarn weight > fingering, made in usa, fiber > rayon / viscose, yarn weight > undefined weight","colors","black, natural, rust, kiwi, golden, blue topaz, blueberry, sangria, fuchsia, purple","",""
10285,"swirl yarn","variable","fiber > cotton, yarn weight > dk, made in usa, fiber > polyester, fiber > rayon / viscose, yarn weight > undefined weight","color","latte, oreo","",""
10270,"fruit of the loom yarn","simple","yarn weight > lace, made in usa, yarn weight > undefined weight, fiber > wool","","","",""
10060,"memory yarn","variable","fiber > cotton, made in usa, yarn weight > sport, yarn weight > undefined weight, fiber > wool, yarn for indie dyers","styles","cotton memory, wool twist, wool chain","",""
9850,"skinny majesty: confetti","variable","yarn weight > lace, made in usa, fiber > polyester, fiber > rayon / viscose, yarn weight > undefined weight","color","black, jade, olive, split pea, sunbeam, mineral, lava, majorka, chrome, confetti","",""
9824,"fun multicolored seeds","variable","yarn weight > lace, made in usa, fiber > polyester, spools, yarn weight > undefined weight","color","berries, spices, truffle, butternut, confetti, salt + pepper","",""
9581,"skinny majesty","variable","yarn weight > lace, made in usa, fiber > rayon / viscose, yarn weight > undefined weight","color","sunflower, silver, navy, baby blue, golden, putty, black, natural, mimosa, rust, bleached white, teal, cayenne, deep lilac, liquid blue, red wine, emerald, dandelion, blue jay","",""
9367,"flax cotton rayon blend yarn","variable","fiber > cotton, yarn weight > fingering, fiber > flax / linen, made in usa, fiber > rayon / viscose, yarn weight > undefined weight","color","natural, platinum, garnet, carbonite, golden khaki, jet black, ruby","",""
9226,"fancy twist cotton yarns","variable","fiber > cotton, yarn weight > lace, made in usa, fiber > rayon / viscose, yarn weight > sport, yarn weight > undefined weight","type","pig tail, cotton boucle, cotton chain","",""
8414,"florafil meadow on cone","simple","yarn weight > bulky, fiber > cotton, made in usa, fiber > nylon","","","",""
7709,"wool crepe with metallic twist","variable","yarn weight > lace, made in usa, fiber > metallic, fiber > nylon, fiber > wool, home-buttons > wool &amp; rayon z-twist collection, home-buttons > z-twist collection","colors","creme gold, snow silver, black & copper, black & gold, black & silver, black on black, natural iris, creme gold, snow silver","",""
7173,"raw silk rayon yarn","simple","made in usa, fiber > rayon / viscose, fiber > silk, yarn weight > worsted","","","",""
6342,"shiny worsted rayon boucle","variable","yarn weight > fingering, made in usa, fiber > rayon / viscose, yarn weight > sport, yarn weight > undefined weight","color","copper, golden, natural, vanilla, clay","",""
5605,"duet yarns","variable","yarn weight > fingering, yarn weight > lace, fiber > rayon / viscose, fiber > wool","color","citrine (50 gram), garnet (50 gram), jade (100 gram), lavender (50 gram), pearl (100 gram), peridot (50 gram), peridot (100 gram), rose quartz (100 gram), snow (100 gram)","",""
3680,"rayon boucle yarn 3792","variable","yarn weight > lace, made in usa, fiber > rayon / viscose","color","lychee, strawberry, blueberry, kiwi, black, taupe, natural, gold, navy, charcoal, cayenne, deep lilac, liquid blue, red wine, emerald, silver, dandelion, lime, blue jay, kale, soft rose, dark purple, mauve","",""
3512,"metallic tape yarn","variable","yarn weight > dk, made in usa, fiber > metallic, fiber > polyester, fiber > rayon / viscose, yarn weight > worsted","color","black, red, blue, bronze, black rainbow, silver, gold natural","",""
3263,"textile bobbins with metal tips","simple","sale &amp; clearance yarns > vintage mill finds","","","",""
3260,"vintage textile spools","simple","sale &amp; clearance yarns > vintage mill finds","","","",""
3115,"smooth cotton rayon","variable","fiber > cotton, yarn weight > lace, made in usa, fiber > rayon / viscose","color","mushroom bisque, natural","",""
2985,"metallic yarn grab bag - large","simple","fiber > metallic, fiber > rayon / viscose","","","",""
1956,"4 pound yarn mystery box","simple","fiber > bamboo, fiber > cotton, fiber > flax / linen, fiber > metallic, fiber > nylon, fiber > other, fiber > polyester, fiber > rayon / viscose, fiber > silk, fiber > wool","","","",""
2938,"seeded rayon yarn","variable","yarn weight > lace, made in usa, fiber > rayon / viscose, yarn weight > undefined weight","color","blue lagoon, fire side, sherwood, black & white","",""
2783,"rayon chenille yarn 2800 ypp","simple","fiber > chenille, yarn weight > lace, made in usa, fiber > rayon / viscose, yarn weight > undefined weight","","","",""
2586,"fine metallic gimp yarn","variable","yarn weight > lace, fiber > metallic","color","chrome, gold, matte gold, red","weight","0.5-0.7 lbs per cone, 0.8-1 lbs per cone"
2582,"craft string","simple","yarn weight > lace, fiber > rayon / viscose","","","",""
2577,"monotone wrapped cotton/rayon/poly yarn","variable","fiber > cotton, made in usa, fiber > polyester, fiber > rayon / viscose, yarn weight > undefined weight","color","black & white, confetti, rustic","",""
2563,"fine rayon boucle yarn","variable","yarn weight > lace, made in usa, fiber > rayon / viscose","color","ice, sand, black, natural, sunflower, crocus, navy, periwinkle, pepper, caramel, turquoise, ivy, brazil, thunder, silver, purple, dark navy, dark purple","",""
1058,"florafil yarn super soft cotton | worsted","variable","fiber > cotton, yarn weight > dk, florafil, made in usa, yarn weight > worsted","color","brown galingale, lady's mantle","",""
2260,"3 ply silky rayon yarn","variable","yarn weight > lace, made in usa, fiber > rayon / viscose","color","bright cooper, light berry, dark berry, red bull, cactus, jade, royal, silver","",""
1946,"rayon chenille yarn 1300 ypp","variable","fiber > chenille, yarn weight > fingering, made in usa, fiber > rayon / viscose","color","white, pale rose, cream, soft rose, silver, pale artichoke, artichoke, golden, moody blue, navy, purple, burgundy, brick, wine, golden peach, cocoa, brown, black, white, burgundy, brick, hot pink, dark purple, liquid blue, red wine, charcoal, deep lilac, cayenne, emerald green, dandelion, lime, blue jay, soft rose, mauve, kale","weight","0.7-0.9 lbs per cone, 1-1.2 lbs per cone"
1831,"worsted rayon chenille yarn","simple","fiber > chenille, made in usa, fiber > rayon / viscose, yarn weight > undefined weight, yarn weight > worsted","size","550 ypp, 300 ypp","",""
1791,"silver & gold metallic yarn spools","variable","yarn weight > lace, fiber > metallic","color","silver, gold","",""
1790,"gold gimp yarn","simple","yarn weight > lace, made in usa, fiber > metallic","","","",""
1572,"florafil shimmer yarn","variable","yarn weight > bulky, fiber > cotton, florafil, made in usa, fiber > rayon / viscose, yarn weight > worsted","color","indian paintbrush, red hibiscus, begonia, lady's mantle, green chrysanthemum, yellow cinquefoil, blue cornflower, blue hyacinth, lavender, white lily, brown galingale, rose, natural","",""
1085,"florafil super soft cotton yarn | bulky","variable","yarn weight > bulky, fiber > cotton, florafil, made in usa","color","natural cotton, indian paintbrush, pink phlox, marigold, marigold, yellow cinquefoil, lady's mantle, blue cornflower, chocolate lily, navy bellflower, white lily, red hibiscus, pink coneflower, helenium mardi gras, coral hibiscus, green chrysanthemum, aster, brown galingale, blue flag iris, meadow, blue hyacinth","",""
1069,"florafil metallic yarn | bulky","variable","yarn weight > bulky, fiber > cotton, florafil, made in usa, fiber > metallic","color","blue hyacinth with silver metallic, blue hyacinth with silver metallic on cone, coral hibiscus with gold metallic, coral hibiscus with gold metallic on cone, baby blue eyes with silver metallic, baby blue eyes with silver metallic on cone, chocolate lily with copper metallic, chocolate lily with copper metallic on cone, black dahlia with rainbow metallic, black dahlia with rainbow metallic on cone, yellow cinquefoil with gold metallic, yellow cinquefoil with gold metallic on cone","",""
605,"american lamb yarn","variable","yarn weight > aran, yarn weight > bulky, made in usa, fiber > wool","color","wineglass, pumpkin, curry powder, olive jar, meadow, hot spring, zengari, blue moon, delft blue, navy, grape juice, periwinkle, coral reef, pink elephant, cotton candy, natural, chickpea, granite, brownies, black onyx","",""
17551,"matte skinny majesty","variable","yarn weight > lace, made in usa, fiber > rayon / viscose, yarn weight > undefined weight","colors","blueberry cream, cranberry, dry mint, golden raisin, raisin, licorice, natural, bark, brick, dandelion, ice","",""
17702,"persian rug yarn","variable","made in usa, fiber > wool, yarn weight > worsted","colors","blue lotus, borage petal, green curry, green tea, paprika, natural, sugar plum, toast","put up","0.25 lb skein, 0.5 lb cone"
17410,"rayon swirl","variable","yarn weight > dk, made in usa, fiber > rayon / viscose, yarn weight > undefined weight","colors","wine swirl, olive swirl, silver swirl","",""
17303,"thick and thin slub cotton","variable","fiber > cotton, yarn weight > lace, made in usa, yarn weight > undefined weight","colors","natural, brandywine, crabapple, cornflower","weight","0.7 lbs per cone, 1.4 lbs per cone"
17166,"metallic diva yarn","variable","yarn weight > lace, fiber > metallic, spools, yarn weight > undefined weight","color","disco ball, rhythm red, groovy green, poppy purple, pretty pink, curvy copper, banging blue, passion purple, funky fuschia, midnight disco, pearl, glamor gold, black pearl","",""
17151,"ramie","variable","yarn weight > lace, made in usa, fiber > other, fiber > rayon / viscose","weight","1 lb per cone, 1.6-1.8 lbs per cone","",""
17088,"poly oreo yarn","variable","yarn weight > lace, made in usa, fiber > polyester, yarn weight > undefined weight","color","single stuffed, double stuffed","",""
17032,"eyelash rayon chenille","variable","fiber > chenille, yarn weight > dk, fiber > rayon / viscose, yarn weight > undefined weight","color","white, hot pink, dark purple","",""
17016,"variegated seed yarn","simple","yarn weight > lace, made in usa, fiber > rayon / viscose, yarn weight > undefined weight","","","",""
16999,"luxury fine wool","variable","yarn weight > lace, made in usa, fiber > wool","weight","0.6 lb per cone, 1 lb per cone, 1.2 - 1.4 lb per cone","",""
16934,"organic cotton wool soy linen combo","variable","fiber > cotton, yarn weight > dk, fiber > flax / linen, made in usa, fiber > wool, yarn for indie dyers","color","pollen, freshwater, waterfall, night owl, natural, rustic red, wisteria, wheat","",""
16756,"wavy 100% bamboo yarn","variable","fiber > bamboo, made in usa, fiber > rayon / viscose, yarn weight > worsted","color","aubergine, cumin, saffron, indigo, licorice, zest","",""
16614,"nature's wool","variable","yarn weight > fingering, yarn weight > lace, made in usa, fiber > wool","color","rose quartz, amethyst, onyx, red jasper, celestine, citrine, sandstone, fern, limestone, calcite, terracotta, sapphire, safari, chestnut, lime, purple rain, pink heart, blue canoe, clear lake, sky blue, firefighter, petunia, honey mustard","",""
16546,"curaã§ao cotton boucle","variable","fiber > cotton, yarn weight > fingering, made in usa, yarn weight > undefined weight","color","seaglass, ocean breeze, waves, sangria, papaya, mango, fuchsia, key lime, toasted almond, sea glass","",""
16495,"fun mini skeins","variable","made in usa, fiber > rayon / viscose, yarn weight > undefined weight","color","jade, salmon, seagrass, pearl","",""
16440,"cotton bash thick and thin","variable","fiber > cotton, yarn weight > fingering, made in usa, yarn weight > undefined weight","color","salmon, seabreeze, blue topaz, bleach white, hot pink, natural, sand, sunflower, green tea ice cream, eros, denim, blue mist","weight","0.7-0.9 lbs per cone, 0.5-0.7 lbs per cone"
16347,"blue metallic yarn","simple","yarn weight > lace, fiber > metallic, fiber > nylon, fiber > polyester","color","blue","",""
16306,"rayon chain yarn","simple","yarn weight > dk, made in usa, fiber > rayon / viscose, yarn weight > sport, yarn weight > undefined weight","rayon chain","natural","",""
16287,"wool boucle","variable","yarn weight > lace, made in usa, yarn weight > undefined weight, fiber > wool","color","natural, navy","",""
16246,"new mix","variable","yarn weight > aran, fiber > chenille, fiber > cotton, yarn weight > dk, made in usa, fiber > rayon / viscose, yarn weight > undefined weight, fiber > wool, yarn weight > worsted","color","a1, b1, c1, d1","",""
16234,"5/1 spun rayon","variable","yarn weight > lace, made in usa, fiber > rayon / viscose","weight","0.5 lbs per cone, 0.8 lbs per cone","",""
16047,"autumn leaves","variable","fiber > cotton, yarn weight > fingering, fiber > flax / linen, made in usa, fiber > rayon / viscose, yarn weight > sport, yarn weight > undefined weight","style","1610, 5802, ribbon chain","",""
15805,"hiking trail","variable","yarn weight > lace, made in usa, fiber > rayon / viscose","color","almost black, ash, concrete, cork board, marshmallow, moss green, tree bark, wine berry, lime, cinnamon, red currant, spring water","weight","0.6-0.8 lbs per cone, 1.0-1.2 lbs per cone, 1.6 lbs per cone"
15649,"wool crepe funfair","simple","yarn weight > lace, made in usa, yarn weight > undefined weight, fiber > wool","","","",""
15530,"worsted wool mini skeins *bundle special*","variable","yarn weight > fingering, made in usa, fiber > wool, home-buttons > wool &amp; rayon z-twist collection, home-buttons > z-twist collection","colors","red, natural, blue, purple, light green, dark green, bundle","",""
15587,"cotton rayon seed yarn","variable","fiber > cotton, yarn weight > lace, made in usa, fiber > rayon / viscose, yarn weight > undefined weight","color","violet, natural, peach","",""
15558,"cotton rayon chain yarn","variable","fiber > cotton, yarn weight > lace, made in usa, fiber > rayon / viscose, yarn weight > undefined weight","colors","violet, natural, peach, hot pink, fire red, bright green, deep blue","",""
1987,"wayfarer yarn","variable","yarn weight > fingering, made in usa, fiber > wool","color","pink elephant, natural, sand dune, mud puddle, gravel, iron bridge, hiking trail, hot spring, harbor, pine forest, meadow, prairie, camp fire, cranberry harvest, coral reef, distant hills, bordeaux, briny deep, rose garden, cotton candy, soft blue, bright red, honey mustard","",""
1739,"wool crepe yarn","variable","yarn weight > lace, made in usa, fiber > wool, home-buttons > wool &amp; rayon z-twist collection, home-buttons > z-twist collection","color","burgundy, pompeii, blossom, nude, lemonade, kelly green, azure, peacock, dark turquoise, navy, purple, black, atmosphere, lavender, natural, tan, dark purple, lavender, scarlet, toast with white rayon nubs, champagne, plum, inca sky, hot pink, coal, seal brown, black tweed, dew, royal blue, polar ice, lilac, turquoise, confetti, boysenberry, porcelain, custard, orange, tan suede, suede, true red, peacock blue, australian white, majorka, zangari, coral, brilliant orange, midnight navy, petal pink, blue mist","",""
7447,"combo twist chenille","simple","made in usa, fiber > rayon / viscose, yarn weight > undefined weight","","","",""
7860,"fine wool crepe","variable","yarn weight > lace, made in usa, fiber > wool","color","pink, orchid, teal, sky blue, natural","",""
9357,"rayon ribbon","variable","yarn weight > lace, fiber > rayon / viscose, yarn weight > worsted","color","forest, jet black, ocean, natural, lava, gold pan, purple night, forest large, jet black small, ocean small, natural small, lava small, gold pan small, purple night small, forest small","",""
9421,"wool loopy yarn","simple","yarn weight > lace, made in usa, fiber > nylon, yarn weight > undefined weight, fiber > wool, yarn for indie dyers","weight","0.5-0.7 lbs per cone, 0.7-0.9 lbs per cone","",""
9625,"super fine wool***super special price***","variable","yarn weight > lace, made in usa, fiber > wool","colors","neon, epic orange","",""
9841,"viscose stretch yarn","variable","yarn weight > lace, made in usa, fiber > nylon, fiber > rayon / viscose","color","black, natural, bubblegum","",""
10282,"rayon rope twist","simple","yarn weight > lace, made in usa, fiber > rayon / viscose, yarn weight > undefined weight","","","",""
12369,"thick rayon chenille",NA,"yarn weight > bulky, fiber > chenille, made in usa, fiber > rayon / viscose, yarn weight > undefined weight","color","cream, white",NA,NA
2382,"super soft worsted cotton yarn","variable","fiber > cotton, home-buttons > cotton &amp; rayon z-twist collection, made in usa, yarn weight > worsted, home-buttons > z-twist collection","color","chocolate lily, natural, plum, khaki, smoke, dark coal, ruby magnolia, navy, pumpkin, paprika, honeydew, yellow corn, honeydew, milky, misty rose, sea blue, baby blue, baby pink","",""
12680,"shimmer yarn","variable","fiber > cotton, home-buttons > cotton &amp; rayon z-twist collection, made in usa, fiber > rayon / viscose, yarn weight > worsted, home-buttons > z-twist collection","colors","begonia, blue cornflower, blue hyacinth, brown galingale, indian paintbrush, lady's mantle, lavender, white lily, yellow cinquefoil, rose, pink coneflower, aster, green chrysanthemum, baby pink, natural","",""
15032,"twister","variable","fiber > cotton, yarn weight > lace, made in usa, fiber > rayon / viscose, yarn weight > undefined weight","weight","0.7-0.9 lbs per cone, 1-1.2 lbs per cone","color","natural, custard"
14587,"softball skein metallic","variable","yarn weight > bulky, fiber > cotton, made in usa, fiber > metallic, yarn for indie dyers","color","rainbow, silver, copper, gold","",""
22536,"big wool crepe yarn - navy","variation","","color","navy","",""
22532,"big wool crepe yarn - lilac","variation","","color","lilac","",""
22533,"big wool crepe yarn - red","variation","","color","red","",""
22534,"big wool crepe yarn - eggplant","variation","","color","eggplant","",""
22535,"big wool crepe yarn - hot pink","variation","","color","hot pink","",""
22529,"sun soft linen - sage powder","variation","","color","sage powder","",""
22523,"soft cotton roving with seed - sage powder","variation","","color","sage powder","",""
22514,"thick and thin cotton with linen - natural","variation","","colors","natural","",""
22509,"lumina","simple","made in usa, fiber > metallic, fiber > rayon / viscose","","","",""
22506,"marbella","simple","fiber > cotton, fiber > rayon / viscose","","","",""
22493,"ripple yarn","variable","fiber > cotton, yarn weight > fingering, made in usa","color","natural, turquoise, royal, crocus, chartreuse","",""
22500,"ripple yarn - natural","variation","","color","natural","",""
22497,"ripple yarn - crocus","variation","","color","crocus","",""
22498,"ripple yarn - chartreuse","variation","","color","chartreuse","",""
22495,"ripple yarn - turquoise","variation","","color","turquoise","",""
22496,"ripple yarn - royal","variation","","color","royal","",""
22487,"space-dyed soft roving","variable","yarn weight > bulky, fiber > cotton, made in usa","color","green chrysanthemum, blue hyacinth","",""
22488,"space-dyed soft roving - green chrysanthemum","variation","","color","green chrysanthemum","",""
22489,"space-dyed soft roving - blue hyacinth","variation","","color","blue hyacinth","",""
22473,"organic cotton wool soy linen combo - wheat","variation","","color","wheat","",""
22454,"gift card","simple, virtual","yarn weight > aran, big cones, yarn weight > bulky, fiber > chenille, fiber > cotton, yarn weight > dk, yarn weight > fingering, fiber > flax / linen, florafil, yarn weight > lace, fiber > metallic, fiber > rayon / viscose, yarn weight > sock, spools, yarn weight > sport, yarn weight > undefined weight, fiber > wool, yarn weight > worsted","","","",""
22446,"big wool crepe yarn - lavender","variation","","color","lavender","",""
22440,"persian rug yarn","variation","","colors","sugar plum","put up","0.5 lb cone"
22439,"persian rug yarn","variation","","colors","toast","put up","0.5 lb cone"
22432,"thick rayon chenille","variable","yarn weight > bulky, fiber > chenille, made in usa, fiber > rayon / viscose, yarn weight > undefined weight","color","cream, white","",""
22433,"thick rayon chenille - cream","variation","","color","cream","",""
22434,"thick rayon chenille - white","variation","","color","white","",""
22371,"cat combo twist","variable","fiber > chenille, fiber > cotton, fiber > rayon / viscose","color","sphynx, siamese, balinese, laperm, chartreux, bengal","",""
22377,"cat combo twist - bengal","variation","","color","bengal","",""
22373,"cat combo twist - siamese","variation","","color","siamese","",""
22374,"cat combo twist - balinese","variation","","color","balinese","",""
22375,"cat combo twist - laperm","variation","","color","laperm","",""
22376,"cat combo twist - chartreux","variation","","color","chartreux","",""
22372,"cat combo twist - sphynx","variation","","color","sphynx","",""
